Sex,Gender,Age,Ethnicity,Age Group,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
1,Male,52,4,7,16884,17131,18445,18955,18845,25948,27601,22422,28093,24104,29271,27039,32630,31240,26929,27137,26443,30009,33773,28452,22947,20396
1,Male,53,4,7,13933,16852,17098,18409,18919,18808,25897,27550,22382,28046,24066,29226,26998,32578,31190,26887,27096,26404,29966,33724,28411,22916
1,Male,54,4,7,12190,13901,16812,17058,18366,18874,18762,25836,27489,22335,27989,24019,29171,26947,32515,31130,26836,27046,26356,29913,33665,28362
1,Male,55,4,8,17277,12154,13859,16761,17007,18310,18818,18707,25762,27413,22276,27917,23958,29099,26882,32435,31053,26771,26983,26295,29845,33589
1,Male,56,4,8,14688,17213,12108,13807,16699,16944,18243,18750,18640,25673,27320,22202,27827,23882,29009,26800,32336,30959,26691,26904,26219,29760
1,Male,57,4,8,12539,14626,17140,12057,13749,16629,16873,18168,18675,18567,25573,27217,22121,27726,23798,28909,26708,32225,30854,26602,26815,26134
1,Male,58,4,8,8031,12478,14554,17057,11999,13683,16549,16794,18084,18590,18483,25460,27100,22027,27611,23701,28793,26603,32098,30733,26499,26714
1,Male,59,4,8,9820,7986,12407,14472,16961,11932,13608,16459,16704,17989,18494,18389,25332,26966,21921,27480,23590,28660,26482,31953,30595,26382
1,Male,60,4,8,11374,9760,7938,12332,14385,16859,11861,13528,16364,16609,17888,18392,18289,25197,26824,21808,27341,23473,28521,26354,31799,30449
1,Male,61,4,8,6291,11299,9696,7885,12251,14291,16750,11784,13443,16262,16507,17780,18283,18182,25052,26673,21688,27193,23348,28371,26218,31636
1,Male,62,4,8,9908,6244,11216,9625,7828,12162,14188,16631,11702,13350,16151,16397,17663,18164,18065,24894,26508,21557,27031,23211,28208,26069
1,Male,63,4,8,9019,9830,6195,11128,9550,7767,12068,14079,16505,11614,13252,16034,16280,17538,18039,17941,24727,26334,21418,26860,23067,28035
1,Male,64,4,8,11383,8941,9745,6141,11032,9469,7701,11966,13962,16369,11520,13146,15908,16154,17405,17904,17809,24547,26146,21268,26676,22911
1,Male,65,4,8,7530,11270,8852,9648,6081,10924,9376,7627,11852,13831,16218,11415,13028,15767,16012,17254,17751,17659,24344,25933,21098,26465
1,Male,66,4,8,8640,7446,11145,8755,9543,6015,10807,9277,7547,11730,13690,16054,11301,12900,15614,15859,17091,17586,17497,24123,25702,20913
1,Male,67,4,9,5768,8536,7357,11013,8651,9431,5945,10682,9171,7462,11599,13539,15880,11180,12764,15451,15696,16919,17411,17324,23890,25457
1,Male,68,4,9,7579,5692,8424,7261,10870,8539,9310,5869,10549,9058,7371,11459,13378,15693,11050,12617,15277,15521,16732,17222,17139,23637
1,Male,69,4,9,4710,7468,5609,8302,7156,10715,8419,9180,5788,10404,8936,7272,11308,13204,15491,10910,12460,15088,15333,16531,17018,16938
1,Male,70,4,9,6174,4632,7346,5519,8169,7042,10546,8287,9038,5700,10248,8803,7165,11144,13014,15272,10757,12288,14882,15126,16312,16796
1,Male,71,4,9,4753,6061,4548,7214,5420,8024,6919,10363,8145,8885,5605,10079,8659,7050,10967,12810,15035,10593,12102,14660,14903,16075
1,Male,72,4,9,5084,4656,5938,4457,7071,5314,7869,6786,10166,7992,8720,5502,9896,8505,6925,10775,12589,14779,10414,11901,14420,14662
1,Male,73,4,9,4543,4968,4551,5806,4359,6917,5200,7701,6643,9954,7827,8542,5391,9699,8337,6791,10568,12351,14502,10222,11684,14160
1,Male,74,4,9,4016,4428,4844,4439,5665,4254,6753,5077,7521,6490,9727,7651,8351,5272,9488,8158,6647,10347,12095,14206,10015,11451
1,Male,75,4,9,4258,3904,4307,4711,4319,5514,4143,6578,4947,7331,6327,9486,7463,8149,5146,9263,7967,6493,10111,11822,13889,9795
1,Male,76,4,9,5903,4127,3785,4177,4570,4192,5353,4023,6390,4808,7127,6153,9228,7262,7932,5010,9022,7763,6328,9857,11528,13548
1,Male,77,4,9,3483,5698,3985,3657,4038,4418,4054,5180,3895,6189,4658,6907,5965,8949,7045,7698,4864,8762,7542,6150,9582,11212
1,Male,78,4,9,2322,3348,5479,3833,3520,3888,4256,3907,4994,3757,5972,4497,6670,5763,8650,6812,7446,4707,8482,7303,5958,9287
1,Male,79,4,9,3448,2221,3204,5245,3672,3373,3728,4083,3750,4796,3610,5741,4325,6417,5547,8329,6562,7176,4538,8182,7048,5752
1,Male,80,4,9,4911,3280,2114,3051,4998,3501,3218,3559,3899,3584,4586,3453,5495,4141,6148,5317,7988,6296,6888,4359,7862,6775
1,Male,81,4,9,3699,4643,3103,2001,2890,4737,3320,3054,3379,3704,3407,4362,3286,5233,3946,5861,5071,7623,6012,6581,4166,7519
1,Male,82,4,9,2917,3473,4362,2916,1883,2720,4461,3129,2881,3190,3498,3220,4125,3110,4954,3738,5556,4810,7235,5710,6254,3962
1,Male,83,4,9,4092,2716,3235,4066,2721,1758,2541,4171,2928,2698,2989,3281,3022,3874,2923,4660,3518,5233,4534,6824,5389,5906
1,Male,84,4,9,694,3774,2507,2989,3759,2517,1627,2355,3868,2718,2506,2779,3052,2814,3611,2726,4349,3287,4892,4241,6389,5049
1,Male,85,4,9,3575,633,3446,2291,2734,3442,2307,1493,2161,3554,2499,2307,2561,2815,2597,3335,2520,4025,3044,4535,3935,5933
1,Male,86,4,9,2122,3222,571,3113,2072,2475,3118,2092,1355,1964,3232,2275,2102,2336,2570,2373,3051,2308,3689,2793,4165,3617
1,Male,87,4,9,1841,1887,2869,510,2779,1852,2214,2792,1875,1215,1763,2906,2048,1894,2107,2320,2145,2761,2090,3345,2535,3785
1,Male,88,4,9,2330,1613,1656,2521,448,2448,1633,1954,2467,1659,1076,1564,2579,1820,1686,1877,2069,1915,2468,1871,2997,2274
1,Male,89,4,9,1221,2008,1392,1431,2182,389,2125,1419,1700,2149,1446,940,1367,2257,1595,1479,1649,1820,1687,2176,1652,2650
1,Male,90,4,9,0,1033,1701,1182,1217,1858,331,1815,1214,1456,1843,1241,807,1176,1945,1376,1278,1427,1577,1464,1891,1437
1,Male,91,4,9,128,0,858,1415,984,1015,1553,277,1522,1019,1224,1551,1047,682,994,1647,1167,1085,1214,1344,1249,1616
1,Male,92,4,9,289,104,0,698,1153,804,831,1273,228,1251,839,1009,1281,865,564,824,1368,970,904,1013,1123,1046
1,Male,93,4,9,0,229,82,0,555,919,642,664,1020,183,1006,676,814,1035,700,457,669,1112,790,738,828,920
1,Male,94,4,9,0,0,177,64,0,431,715,500,519,798,143,790,532,641,816,553,362,530,883,629,588,661
1,Male,95,4,9,83,0,0,133,48,0,326,542,380,394,608,109,604,407,492,627,426,279,410,683,488,457
1,Male,96,4,9,0,60,0,0,97,35,0,240,399,280,292,451,81,449,303,367,469,319,209,308,515,368
1,Male,97,4,9,0,0,43,0,0,69,25,0,171,285,200,209,324,58,324,219,266,340,232,152,224,376
1,Male,98,4,9,0,0,0,29,0,0,47,17,0,117,196,138,145,224,41,225,153,186,238,162,107,158
1,Male,99,4,9,0,0,0,0,19,0,0,31,11,0,78,130,92,96,149,27,151,102,125,160,109,72
1,Male,100,4,9,0,0,0,0,0,12,0,0,20,7,0,49,83,58,61,96,17,97,66,80,103,71
1,Male,101,4,9,0,0,0,0,0,0,7,0,0,12,4,0,30,50,36,37,58,11,59,41,49,64
1,Male,102,4,9,0,0,0,0,0,0,0,4,0,0,7,2,0,17,29,21,22,34,6,35,24,29
1,Male,103,4,9,0,0,0,0,0,0,0,0,2,0,0,4,1,0,9,16,11,12,19,3,19,13
1,Male,104,4,9,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,5,8,6,6,10,2,10
1,Male,105 - 109,4,9,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,4,7,5,5,8,1
1,Male,110 and over,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Male,0,5,1,14982,17542,17419,17509,17535,17500,17446,17242,17256,17167,17086,17345,17332,17593,17866,17874,17997,18144,18311,18489,18664,18816
1,Male,1,5,1,18859,15082,17651,17524,17611,17634,17595,17541,17337,17351,17261,17180,17441,17428,17689,17964,17971,18094,18241,18408,18586,18761
1,Male,2,5,1,16425,19028,15213,17798,17666,17749,17768,17729,17675,17469,17483,17393,17312,17574,17561,17824,18100,18106,18229,18376,18543,18721
1,Male,3,5,1,14472,16553,19169,15326,17925,17789,17869,17888,17849,17794,17587,17602,17511,17429,17693,17679,17943,18221,18226,18349,18496,18664
1,Male,4,5,1,20023,14571,16660,19293,15425,18036,17895,17976,17996,17957,17902,17694,17709,17618,17535,17800,17786,18051,18330,18335,18458,18605
1,Male,5,5,1,22922,20144,14652,16752,19398,15509,18131,17989,18072,18092,18052,17997,17788,17803,17712,17628,17895,17881,18147,18426,18431,18554
1,Male,6,5,1,21625,23041,20240,14718,16828,19485,15578,18211,18069,18153,18173,18134,18078,17869,17884,17792,17708,17976,17961,18228,18508,18513
1,Male,7,5,1,19266,21724,23138,20322,14776,16893,19560,15640,18283,18141,18225,18246,18207,18151,17941,17955,17863,17780,18048,18033,18301,18582
1,Male,8,5,1,27344,19349,21812,23230,20400,14830,16954,19633,15701,18353,18211,18296,18318,18278,18222,18011,18026,17934,17849,18119,18104,18373
1,Male,9,5,1,20319,27463,19424,21896,23318,20476,14883,17015,19706,15761,18424,18282,18367,18389,18349,18293,18082,18097,18004,17919,18190,18174
1,Male,10,5,1,18563,20410,27573,19498,21979,23404,20549,14935,17077,19780,15822,18495,18353,18439,18461,18421,18365,18153,18168,18075,17990,18261
1,Male,11,5,1,25426,18648,20495,27682,19571,22060,23489,20624,14990,17141,19855,15885,18568,18426,18513,18535,18495,18439,18225,18241,18147,18062
1,Male,12,5,1,13765,25545,18729,20581,27791,19644,22142,23578,20701,15046,17207,19934,15950,18644,18501,18589,18612,18572,18515,18301,18317,18223
1,Male,13,5,1,20915,13833,25658,18810,20665,27899,19716,22225,23668,20781,15103,17274,20014,16017,18721,18579,18667,18691,18650,18594,18379,18394
1,Male,14,5,1,25784,21027,13901,25775,18894,20753,28011,19794,22315,23766,20867,15166,17347,20101,16089,18805,18662,18752,18775,18735,18678,18462
1,Male,15,5,1,16805,25949,21150,13977,25908,18988,20851,28141,19884,22419,23879,20966,15237,17431,20201,16172,18902,18759,18850,18874,18833,18776
1,Male,16,5,2,18291,16922,26117,21276,14056,26044,19085,20957,28279,19981,22530,23999,21073,15314,17522,20309,16261,19005,18862,18954,18979,18938
1,Male,17,5,2,14046,18445,17054,26309,21422,14146,26200,19200,21081,28443,20094,22662,24142,21199,15405,17628,20436,16366,19128,18985,19078,19103
1,Male,18,5,3,18452,14198,18631,17215,26544,21598,14255,26396,19344,21238,28650,20238,22828,24322,21357,15520,17763,20596,16499,19283,19139,19234
1,Male,19,5,3,13379,18731,14407,18890,17439,26870,21843,14413,26678,19552,21464,28948,20445,23067,24581,21585,15685,17956,20826,16690,19505,19360
1,Male,20,5,4,17960,13628,19071,14665,19210,17714,27270,22155,14614,27038,19817,21750,29326,20707,23370,24909,21875,15894,18202,21119,16932,19787
1,Male,21,5,4,17823,18266,13854,19382,14899,19497,17960,27641,22445,14800,27372,20064,22018,29678,20952,23653,25216,22145,16089,18431,21391,17158
1,Male,22,5,4,17614,18091,18524,14046,19645,15094,19736,18173,27964,22697,14963,27662,20277,22250,29984,21164,23898,25482,22379,16259,18629,21628
1,Male,23,5,4,17998,17851,18320,18748,14212,19869,15260,19948,18364,28252,22922,15107,27922,20468,22457,30257,21353,24117,25719,22589,16410,18807
1,Male,24,5,4,14840,18184,18020,18486,18909,14328,20024,15382,20105,18505,28465,23087,15214,28113,20609,22609,30459,21493,24279,25894,22743,16522
1,Male,25,5,5,13898,14957,18311,18136,18599,19014,14403,20132,15467,20215,18603,28614,23203,15289,28246,20708,22716,30599,21590,24392,26017,22851
1,Male,26,5,5,15589,13989,15047,18411,18227,18684,19093,14465,20221,15537,20305,18684,28735,23298,15350,28356,20788,22803,30715,21671,24485,26118
1,Male,27,5,5,15645,15672,14053,15110,18480,18287,18740,19150,14510,20286,15588,20371,18743,28825,23368,15395,28436,20848,22868,30800,21729,24553
1,Male,28,5,5,15908,15711,15729,14098,15154,18526,18326,18781,19192,14543,20334,15627,20420,18787,28892,23420,15428,28496,20892,22915,30862,21773
1,Male,29,5,5,15451,15971,15765,15778,14138,15192,18565,18365,18822,19236,14577,20384,15666,20471,18832,28960,23473,15462,28556,20937,22964,30926
1,Male,30,5,5,17997,15503,16015,15804,15814,14165,15217,18596,18396,18855,19270,14604,20423,15697,20511,18868,29014,23515,15489,28604,20972,23002
1,Male,31,5,5,13865,18043,15533,16042,15827,15833,14178,15232,18615,18415,18875,19291,14621,20447,15716,20536,18890,29048,23541,15506,28634,20994
1,Male,32,5,5,20255,13899,18079,15560,16064,15846,15849,14192,15248,18634,18434,18896,19312,14638,20473,15736,20562,18913,29083,23568,15523,28665
1,Male,33,5,5,12079,20286,13913,18093,15569,16069,15849,15852,14195,15252,18638,18439,18901,19318,14643,20480,15743,20570,18920,29094,23576,15528
1,Male,34,5,5,11261,12087,20291,13914,18090,15563,16061,15841,15844,14188,15245,18630,18431,18893,19310,14638,20473,15737,20563,18914,29084,23568
1,Male,35,5,6,12748,11265,12086,20287,13908,18080,15552,16050,15830,15834,14179,15235,18618,18419,18882,19299,14629,20461,15729,20552,18904,29068
1,Male,36,5,6,14837,12751,11263,12082,20276,13899,18066,15540,16037,15818,15822,14169,15224,18605,18406,18869,19286,14619,20448,15719,20539,18892
1,Male,37,5,6,16188,14837,12746,11257,12074,20260,13886,18049,15525,16023,15804,15808,14156,15211,18589,18391,18853,19270,14608,20432,15706,20524
1,Male,38,5,6,15366,16187,14831,12739,11249,12064,20241,13873,18033,15511,16008,15790,15794,14144,15199,18574,18376,18838,19255,14597,20417,15695
1,Male,39,5,6,12755,15363,16179,14822,12730,11239,12052,20222,13860,18016,15497,15994,15775,15780,14132,15185,18558,18361,18823,19240,14585,20402
1,Male,40,5,6,14581,12747,15349,16163,14806,12715,11225,12037,20196,13842,17993,15478,15974,15756,15761,14115,15167,18536,18339,18801,19218,14569
1,Male,41,5,6,10828,14570,12734,15332,16144,14786,12697,11209,12020,20168,13823,17969,15457,15953,15735,15741,14097,15148,18513,18317,18778,19195
1,Male,42,5,6,12351,10826,14562,12726,15321,16130,14772,12685,11198,12009,20150,13810,17952,15443,15938,15721,15727,14085,15136,18498,18302,18764
1,Male,43,5,6,15714,12354,10826,14559,12721,15313,16120,14763,12677,11192,12002,20138,13802,17942,15434,15928,15713,15719,14077,15129,18490,18294
1,Male,44,5,6,15002,15721,12357,10828,14557,12717,15306,16113,14757,12673,11187,11997,20131,13797,17935,15428,15922,15707,15714,14073,15125,18485
1,Male,45,5,7,16120,15007,15724,12358,10827,14552,12711,15299,16106,14751,12668,11182,11992,20124,13791,17928,15421,15915,15701,15709,14069,15121
1,Male,46,5,7,14765,16118,15003,15718,12353,10821,14542,12701,15288,16095,14741,12659,11174,11983,20110,13781,17916,15411,15904,15691,15700,14061
1,Male,47,5,7,12767,14759,16112,14997,15710,12346,10813,14530,12690,15275,16082,14729,12649,11166,11974,20096,13771,17903,15399,15892,15680,15690
1,Male,48,5,7,15841,12759,14749,16101,14985,15697,12335,10804,14516,12678,15260,16067,14716,12638,11156,11963,20079,13759,17887,15386,15879,15668
1,Male,49,5,7,13910,15828,12748,14736,16087,14972,15682,12324,10794,14501,12665,15245,16052,14702,12627,11145,11953,20062,13747,17872,15373,15865
1,Male,50,5,7,13225,13899,15813,12735,14722,16072,14957,15668,12313,10785,14488,12652,15230,16037,14689,12616,11135,11942,20045,13735,17858,15360
1,Male,51,5,7,12311,13208,13880,15790,12717,14701,16049,14937,15648,12298,10772,14469,12636,15211,16017,14671,12601,11122,11928,20023,13720,17838
1,Male,52,5,7,11911,12291,13185,13856,15762,12694,14675,16022,14912,15623,12280,10756,14447,12616,15187,15994,14650,12583,11107,11912,19997,13701
1,Male,53,5,7,12356,11888,12267,13160,13830,15731,12669,14648,15994,14888,15598,12261,10740,14424,12596,15164,15969,14628,12565,11091,11895,19969
1,Male,54,5,7,17880,12328,11860,12238,13129,13797,15693,12640,14615,15960,14857,15568,12238,10720,14396,12571,15135,15940,14602,12543,11071,11875
1,Male,55,5,8,15226,17827,12290,11824,12202,13089,13756,15647,12603,14575,15918,14819,15528,12208,10694,14360,12541,15099,15903,14568,12515,11046
1,Male,56,5,8,10340,15170,17760,12245,11780,12157,13041,13707,15591,12559,14525,15866,14771,15480,12170,10661,14317,12503,15053,15856,14526,12479
1,Male,57,5,8,14733,10296,15105,17685,12193,11731,12106,12988,13652,15530,12511,14471,15807,14718,15425,12128,10625,14268,12460,15003,15804,14479
1,Male,58,5,8,8602,14661,10246,15032,17599,12135,11675,12049,12927,13590,15460,12456,14408,15740,14657,15362,12079,10583,14211,12411,14945,15744
1,Male,59,5,8,11592,8553,14578,10188,14948,17501,12068,11611,11984,12859,13519,15381,12393,14337,15664,14587,15290,12024,10535,14147,12356,14879
1,Male,60,5,8,7283,11521,8501,14490,10127,14858,17397,11997,11544,11916,12787,13445,15297,12327,14262,15584,14513,15214,11965,10484,14079,12297
1,Male,61,5,8,11117,7235,11445,8445,14395,10060,14762,17285,11921,11472,11843,12710,13365,15207,12256,14181,15498,14435,15133,11902,10430,14006
1,Male,62,5,8,7343,11035,7182,11362,8384,14291,9988,14657,17164,11839,11394,11764,12626,13278,15110,12179,14094,15404,14349,15044,11834,10370
1,Male,63,5,8,3658,7285,10948,7126,11273,8318,14179,9911,14545,17035,11752,11311,11680,12537,13186,15007,12097,14001,15305,14258,14951,11761
1,Male,64,5,8,5326,3627,7222,10854,7065,11177,8248,14060,9829,14426,16897,11658,11222,11590,12442,13088,14895,12009,13901,15198,14160,14850
1,Male,65,5,8,4268,5273,3590,7150,10747,6995,11068,8168,13927,9737,14292,16743,11553,11123,11488,12334,12976,14770,11909,13788,15076,14048
1,Male,66,5,8,4424,4220,5215,3551,7072,10630,6920,10950,8083,13782,9637,14148,16576,11440,11015,11378,12218,12856,14635,11802,13665,14944
1,Male,67,5,9,2899,4371,4170,5153,3509,6989,10506,6841,10826,7992,13629,9531,13995,16399,11319,10900,11262,12094,12728,14490,11687,13535
1,Male,68,5,9,2541,2861,4313,4115,5086,3464,6899,10373,6755,10692,7894,13465,9418,13830,16208,11189,10777,11136,11961,12590,14335,11564
1,Male,69,5,9,3968,2504,2819,4251,4056,5014,3415,6803,10230,6663,10548,7789,13287,9295,13652,16002,11050,10644,11000,11817,12441,14168
1,Male,70,5,9,4128,3902,2463,2774,4183,3991,4935,3361,6697,10073,6562,10391,7674,13094,9162,13459,15779,10897,10499,10853,11661,12278
1,Male,71,5,9,2046,4052,3832,2418,2725,4109,3922,4849,3304,6584,9905,6454,10222,7551,12886,9018,13250,15537,10732,10342,10693,11491
1,Male,72,5,9,1778,2004,3970,3755,2371,2671,4029,3846,4757,3242,6462,9723,6337,10039,7417,12661,8862,13025,15276,10554,10172,10520
1,Male,73,5,9,2310,1737,1959,3882,3672,2319,2614,3943,3765,4658,3175,6330,9527,6211,9841,7273,12418,8694,12781,14993,10362,9989
1,Male,74,5,9,2930,2252,1694,1911,3787,3584,2264,2552,3851,3678,4552,3103,6189,9318,6076,9630,7119,12158,8514,12519,14690,10155
1,Male,75,5,9,2425,2849,2190,1648,1859,3687,3490,2205,2487,3754,3586,4439,3027,6039,9094,5932,9405,6954,11880,8322,12240,14366
1,Male,76,5,9,3261,2350,2762,2124,1598,1804,3579,3389,2142,2417,3649,3487,4318,2945,5878,8855,5778,9163,6778,11582,8116,11940
1,Male,77,5,9,3203,3148,2269,2669,2053,1545,1745,3463,3281,2075,2341,3536,3381,4188,2858,5704,8596,5611,8902,6587,11259,7893
1,Male,78,5,9,2599,3079,3027,2182,2568,1977,1488,1682,3339,3165,2002,2260,3415,3266,4047,2763,5518,8318,5432,8621,6381,10912
1,Male,79,5,9,1260,2486,2946,2898,2091,2462,1896,1428,1614,3207,3041,1925,2174,3286,3144,3897,2662,5318,8021,5240,8320,6161
1,Male,80,5,9,1469,1199,2367,2806,2761,1993,2349,1810,1364,1543,3066,2909,1842,2082,3148,3013,3738,2554,5104,7703,5034,7998
1,Male,81,5,9,2389,1388,1134,2240,2657,2617,1890,2229,1718,1295,1467,2916,2769,1754,1983,3001,2874,3567,2438,4877,7363,4815
1,Male,82,5,9,1688,2242,1304,1066,2107,2501,2465,1781,2102,1622,1223,1386,2758,2620,1661,1879,2845,2726,3386,2316,4634,7002
1,Male,83,5,9,863,1571,2089,1216,994,1967,2337,2304,1667,1969,1520,1147,1301,2590,2462,1562,1769,2680,2570,3193,2186,4377
1,Male,84,5,9,1940,796,1450,1930,1124,920,1821,2165,2137,1547,1829,1413,1068,1211,2414,2297,1458,1652,2505,2404,2990,2048
1,Male,85,5,9,1331,1770,727,1326,1766,1029,843,1671,1988,1964,1423,1684,1302,984,1118,2230,2123,1349,1530,2322,2230,2776
1,Male,86,5,9,1153,1200,1597,657,1199,1598,933,764,1516,1806,1786,1295,1534,1188,899,1022,2040,1944,1237,1404,2132,2050
1,Male,87,5,9,598,1025,1068,1424,586,1071,1430,835,685,1360,1622,1605,1166,1382,1071,812,923,1846,1761,1121,1274,1938
1,Male,88,5,9,1025,524,899,939,1253,516,945,1262,738,606,1205,1438,1425,1036,1230,954,724,825,1650,1576,1005,1143
1,Male,89,5,9,104,883,452,777,813,1086,448,821,1098,643,529,1052,1257,1247,908,1079,839,637,726,1455,1392,889
1,Male,90,5,9,939,88,748,383,661,692,926,383,702,940,551,454,904,1081,1075,783,933,726,552,630,1264,1211
1,Male,91,5,9,0,779,73,622,320,552,578,776,321,590,791,464,382,763,914,910,664,792,617,470,538,1080
1,Male,92,5,9,727,0,633,60,507,261,451,474,637,264,486,652,383,316,632,758,756,553,660,515,393,450
1,Male,93,5,9,649,576,0,503,47,404,208,361,380,511,212,391,526,309,256,512,615,614,450,538,421,322
1,Male,94,5,9,494,501,445,0,389,37,314,162,282,297,401,167,308,414,244,202,405,488,488,358,429,336
1,Male,95,5,9,0,371,376,335,0,294,28,238,123,214,226,306,127,236,318,188,156,312,377,377,278,333
1,Male,96,5,9,0,0,271,275,245,0,216,20,175,91,158,168,227,95,176,237,140,117,234,283,284,210
1,Male,97,5,9,0,0,0,192,195,174,0,153,15,125,65,114,121,163,68,127,172,102,85,170,206,208
1,Male,98,5,9,0,0,0,0,131,133,119,0,105,10,86,45,79,84,113,48,88,120,71,59,120,145
1,Male,99,5,9,77,0,0,0,0,86,87,78,0,69,7,57,30,52,56,76,32,59,80,48,40,81
1,Male,100,5,9,31,49,0,0,0,0,54,55,49,0,44,4,36,19,33,36,49,20,38,52,31,26
1,Male,101,5,9,17,18,29,0,0,0,0,32,33,30,0,27,3,22,12,20,22,30,13,23,32,19
1,Male,102,5,9,10,10,10,17,0,0,0,0,19,19,17,0,15,1,13,7,12,13,17,7,14,19
1,Male,103,5,9,6,5,5,6,9,0,0,0,0,10,10,9,0,8,1,7,4,7,7,10,4,8
1,Male,104,5,9,3,3,3,3,3,5,0,0,0,0,5,5,5,0,4,0,4,2,3,4,5,2
1,Male,105 - 109,5,9,3,3,3,2,2,2,3,0,0,0,0,4,4,4,0,4,0,3,2,3,3,4
1,Male,110 and over,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Male,0,6,1,11296,8845,8758,8657,8599,8437,8336,8260,8232,8138,8155,8095,8097,7945,7868,7947,8002,8067,8142,8221,8299,8367
1,Male,1,6,1,9833,11372,8900,8811,8707,8648,8483,8382,8305,8278,8183,8200,8140,8142,7989,7911,7991,8045,8111,8185,8264,8342
1,Male,2,6,1,10738,9922,11470,8974,8882,8776,8714,8548,8446,8368,8341,8246,8262,8202,8204,8050,7971,8051,8105,8171,8245,8324
1,Male,3,6,1,10204,10821,9995,11556,9039,8944,8835,8773,8606,8503,8425,8397,8302,8318,8258,8259,8104,8024,8104,8159,8224,8299
1,Male,4,6,1,6206,10273,10891,10060,11630,9095,8997,8888,8826,8658,8554,8476,8448,8352,8369,8308,8309,8152,8073,8152,8207,8273
1,Male,5,6,1,13349,6244,10330,10951,10115,11694,9142,9045,8935,8873,8704,8600,8521,8493,8397,8413,8352,8353,8196,8115,8195,8250
1,Male,6,6,1,9694,13418,6273,10377,11000,10160,11746,9183,9085,8975,8913,8743,8639,8560,8532,8435,8452,8390,8391,8232,8151,8232
1,Male,7,6,1,13385,9738,13475,6299,10418,11043,10199,11793,9219,9121,9011,8948,8778,8673,8594,8566,8469,8486,8424,8424,8265,8184
1,Male,8,6,1,14990,13443,9777,13528,6323,10456,11083,10237,11838,9254,9156,9046,8983,8812,8707,8628,8600,8502,8519,8457,8457,8298
1,Male,9,6,1,10975,15055,13495,9815,13579,6346,10493,11123,10275,11884,9290,9192,9081,9018,8847,8741,8662,8633,8535,8552,8490,8490
1,Male,10,6,1,8354,11024,15115,13547,9852,13630,6369,10530,11164,10313,11930,9326,9227,9117,9054,8882,8776,8696,8667,8569,8586,8523
1,Male,11,6,1,7730,8392,11070,15175,13597,9889,13679,6392,10568,11205,10353,11977,9363,9264,9153,9090,8917,8811,8731,8702,8603,8620
1,Male,12,6,1,9688,7766,8429,11116,15235,13648,9925,13731,6416,10608,11248,10394,12026,9401,9302,9191,9128,8954,8847,8767,8738,8639
1,Male,13,6,1,9010,9735,7801,8465,11162,15294,13698,9962,13783,6441,10649,11293,10436,12076,9440,9341,9230,9166,8992,8885,8804,8775
1,Male,14,6,1,7774,9058,9783,7837,8503,11209,15355,13752,10003,13840,6468,10693,11340,10481,12131,9482,9383,9272,9208,9033,8925,8844
1,Male,15,6,1,8440,7823,9111,9837,7877,8545,11263,15427,13815,10049,13906,6499,10743,11395,10533,12194,9531,9431,9320,9256,9080,8972
1,Male,16,6,2,8777,8499,7874,9166,9892,7918,8589,11319,15503,13882,10099,13976,6531,10797,11454,10589,12261,9583,9484,9372,9308,9131
1,Male,17,6,2,6367,8851,8565,7932,9228,9955,7966,8640,11387,15592,13961,10158,14059,6571,10862,11524,10656,12340,9645,9545,9433,9369
1,Male,18,6,3,5375,6435,8941,8646,8003,9304,10033,8025,8705,11471,15706,14060,10233,14164,6620,10942,11612,10739,12440,9723,9623,9510
1,Male,19,6,3,11771,5456,6530,9065,8758,8101,9410,10144,8111,8799,11593,15869,14204,10340,14315,6690,11059,11738,10859,12584,9835,9734
1,Male,20,6,4,5537,11990,5556,6647,9219,8896,8222,9544,10285,8220,8918,11748,16076,14386,10476,14506,6780,11206,11899,11012,12767,9977
1,Male,21,6,4,13850,5631,12188,5646,6753,9357,9020,8334,9669,10416,8322,9029,11892,16269,14556,10603,14685,6864,11344,12048,11154,12937
1,Male,22,6,4,6659,14058,5711,12357,5723,6842,9471,9127,8431,9778,10530,8410,9125,12018,16437,14704,10713,14839,6936,11463,12178,11277
1,Male,23,6,4,8650,6748,14237,5780,12503,5788,6917,9573,9223,8518,9875,10632,8489,9211,12130,16587,14835,10811,14978,7001,11570,12294
1,Male,24,6,4,14255,8739,6812,14366,5829,12605,5833,6972,9648,9293,8582,9946,10707,8547,9275,12212,16697,14932,10883,15080,7049,11649
1,Male,25,6,5,8967,14368,8800,6856,14454,5862,12671,5865,7011,9701,9343,8627,9996,10760,8588,9319,12270,16774,15000,10934,15151,7083
1,Male,26,6,5,6847,9027,14454,8848,6891,14520,5886,12726,5891,7042,9744,9383,8664,10037,10803,8621,9355,12317,16838,15056,10975,15210
1,Male,27,6,5,9406,6883,9068,14515,8882,6913,14563,5904,12765,5910,7066,9776,9413,8691,10067,10835,8646,9382,12352,16884,15097,11006
