Sex,Gender,Age,Ethnicity,Age Group,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
1,Male,71,2,9,475,308,610,160,65,67,1426,716,301,609,882,2746,1322,1115,1250,1265,2462,4264,3491,2395,2883,1916
1,Male,72,2,9,1095,465,302,598,157,64,66,1399,702,295,598,865,2696,1298,1095,1229,1243,2420,4192,3433,2356,2837
1,Male,73,2,9,622,1070,455,295,584,153,62,65,1369,688,289,585,848,2643,1273,1074,1205,1220,2375,4114,3370,2313
1,Male,74,2,9,705,606,1043,444,288,570,150,61,63,1338,672,282,572,829,2585,1245,1051,1180,1195,2326,4031,3303
1,Male,75,2,9,425,685,589,1014,432,280,555,146,59,62,1304,655,275,558,809,2524,1216,1027,1153,1168,2274,3942
1,Male,76,2,9,0,412,664,572,984,419,272,539,142,58,60,1268,637,268,544,788,2458,1185,1001,1124,1139,2218
1,Male,77,2,9,0,0,398,642,552,951,405,263,522,137,56,58,1230,618,260,528,765,2388,1151,973,1093,1107
1,Male,78,2,9,960,0,0,382,618,532,916,391,254,504,132,54,56,1188,597,251,510,740,2311,1115,942,1059
1,Male,79,2,9,390,918,0,0,366,592,510,879,375,244,484,127,52,54,1143,575,242,492,714,2230,1076,910
1,Male,80,2,9,1187,371,874,0,0,349,565,487,839,358,233,463,122,50,52,1096,552,232,472,686,2142,1034
1,Male,81,2,9,95,1122,351,828,0,0,331,536,462,797,341,222,441,116,47,49,1045,527,222,451,655,2049
1,Male,82,2,9,214,89,1054,330,778,0,0,312,506,436,753,322,210,417,110,45,47,992,500,211,429,623
1,Male,83,2,9,0,199,83,983,308,727,0,0,292,474,409,706,302,197,392,103,42,44,935,471,199,405
1,Male,84,2,9,0,0,184,77,908,285,673,0,0,271,440,380,657,281,183,365,96,39,41,874,441,186
1,Male,85,2,9,0,0,0,168,70,832,261,617,0,0,249,405,350,606,260,169,338,89,36,38,811,410
1,Male,86,2,9,0,0,0,0,152,64,754,237,560,0,0,227,369,320,553,237,155,309,82,33,35,746
1,Male,87,2,9,0,0,0,0,0,136,57,675,212,503,0,0,204,332,288,500,214,140,280,74,30,32
1,Male,88,2,9,413,0,0,0,0,0,120,50,596,188,445,0,0,182,296,257,445,191,125,251,66,27
1,Male,89,2,9,0,356,0,0,0,0,0,104,44,519,164,389,0,0,159,260,226,392,169,111,221,59
1,Male,90,2,9,0,0,302,0,0,0,0,0,89,37,445,140,334,0,0,137,224,195,340,146,96,193
1,Male,91,2,9,596,0,0,251,0,0,0,0,0,75,31,375,118,282,0,0,116,190,166,289,125,82
1,Male,92,2,9,118,484,0,0,205,0,0,0,0,0,61,26,310,98,233,0,0,97,159,139,242,105
1,Male,93,2,9,0,93,384,0,0,163,0,0,0,0,0,50,21,250,79,189,0,0,79,129,113,198
1,Male,94,2,9,0,0,72,297,0,0,127,0,0,0,0,0,39,16,197,63,150,0,0,63,103,90
1,Male,95,2,9,0,0,0,54,224,0,0,96,0,0,0,0,0,30,13,152,48,115,0,0,49,80
1,Male,96,2,9,0,0,0,0,40,164,0,0,71,0,0,0,0,0,22,9,113,36,87,0,0,37
1,Male,97,2,9,0,0,0,0,0,28,116,0,0,51,0,0,0,0,0,16,7,82,26,63,0,0
1,Male,98,2,9,0,0,0,0,0,0,19,80,0,0,35,0,0,0,0,0,11,5,57,18,44,0
1,Male,99,2,9,0,0,0,0,0,0,0,13,52,0,0,23,0,0,0,0,0,8,3,39,12,30
1,Male,100,2,9,0,0,0,0,0,0,0,0,8,33,0,0,15,0,0,0,0,0,5,2,25,8
1,Male,101,2,9,0,0,0,0,0,0,0,0,0,5,20,0,0,9,0,0,0,0,0,3,1,15
1,Male,102,2,9,0,0,0,0,0,0,0,0,0,0,3,11,0,0,5,0,0,0,0,0,2,1
1,Male,103,2,9,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,3,0,0,0,0,0,1
1,Male,104,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0
1,Male,105 - 109,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0
1,Male,110 and over,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Male,0,3,1,18262,19625,19978,20122,20172,20550,20608,20901,21000,20961,21138,20982,21017,21369,21558,21966,22118,22298,22504,22723,22938,23125
1,Male,1,3,1,17144,18385,19746,20098,20239,20286,20662,20720,21015,21115,21076,21255,21097,21132,21486,21676,22086,22237,22418,22623,22842,23058
1,Male,2,3,1,25612,17298,18544,19911,20261,20399,20441,20820,20878,21176,21276,21238,21418,21258,21294,21650,21840,22252,22403,22584,22789,23008
1,Male,3,3,1,21606,25811,17426,18682,20054,20401,20536,20579,20960,21019,21319,21420,21382,21563,21402,21437,21795,21986,22400,22551,22732,22937
1,Male,4,3,1,23557,21753,25978,17539,18803,20178,20523,20660,20703,21087,21147,21449,21551,21512,21694,21532,21567,21926,22118,22533,22685,22865
1,Male,5,3,1,23754,23700,21874,26121,17635,18905,20283,20631,20769,20813,21199,21259,21563,21665,21626,21809,21647,21682,22042,22234,22651,22803
1,Male,6,3,1,24013,23878,23812,21973,26239,17714,18990,20373,20724,20862,20907,21295,21355,21660,21763,21724,21908,21744,21779,22141,22333,22752
1,Male,7,3,1,19402,24123,23978,23910,22059,26341,17781,19065,20454,20806,20946,20991,21380,21441,21748,21851,21812,21996,21832,21867,22230,22422
1,Male,8,3,1,21549,19486,24220,24073,24001,22140,26436,17848,19139,20532,20886,21027,21073,21464,21525,21833,21937,21898,22083,21917,21952,22316
1,Male,9,3,1,19085,21643,19562,24314,24165,24090,22218,26532,17914,19213,20611,20967,21109,21155,21548,21609,21918,22023,21983,22169,22003,22038
1,Male,10,3,1,25359,19170,21729,19636,24405,24254,24176,22297,26629,17981,19287,20691,21048,21191,21238,21633,21694,22004,22109,22070,22256,22090
1,Male,11,3,1,21295,25475,19250,21815,19710,24496,24342,24264,22378,26727,18050,19364,20773,21132,21276,21323,21719,21781,22093,22198,22158,22346
1,Male,12,3,1,19582,21394,25586,19331,21901,19784,24586,24434,24355,22462,26830,18121,19443,20857,21219,21364,21412,21809,21871,22185,22291,22251
1,Male,13,3,1,17312,19677,21489,25697,19410,21986,19856,24679,24528,24449,22548,26936,18194,19524,20944,21307,21454,21502,21902,21964,22278,22385
1,Male,14,3,1,20995,17404,19774,21587,25811,19493,22075,19935,24779,24629,24550,22641,27049,18273,19612,21038,21403,21551,21600,22001,22064,22380
1,Male,15,3,1,21832,21130,17506,19882,21698,25940,19585,22177,20025,24894,24746,24667,22748,27181,18365,19713,21146,21514,21663,21713,22116,22179
1,Male,16,3,2,14283,21984,21266,17611,19995,21812,26072,19684,22286,20122,25018,24871,24792,22863,27321,18462,19822,21262,21633,21784,21834,22240
1,Male,17,3,2,19168,14403,22155,21423,17731,20123,21943,26229,19801,22415,20237,25164,25019,24941,22999,27488,18578,19950,21399,21773,21926,21977
1,Male,18,3,3,17735,19375,14549,22364,21614,17877,20279,22107,26426,19948,22578,20382,25348,25205,25127,23170,27697,18723,20112,21572,21950,22105
1,Male,19,3,3,19452,18003,19660,14751,22655,21880,18080,20503,22344,26711,20160,22813,20590,25614,25473,25395,23416,27999,18933,20345,21821,22204
1,Male,20,3,4,19655,19814,18331,20012,15001,23013,22205,18338,20789,22645,27072,20430,23111,20854,25951,25814,25736,23729,28382,19199,20640,22136
1,Male,21,3,4,16274,19990,20142,18629,20332,15225,23332,22508,18578,21054,22925,27409,20681,23389,21100,26264,26132,26054,24020,28739,19446,20916
1,Male,22,3,4,23662,16518,20272,20421,18882,20599,15411,23609,22771,18786,21285,23168,27701,20898,23630,21314,26537,26407,26329,24273,29048,19661
1,Male,23,3,4,18018,23979,16728,20517,20662,19097,20824,15578,23857,23005,18972,21491,23385,27962,21093,23845,21505,26780,26653,26576,24499,29325
1,Male,24,3,4,11776,18205,24206,16879,20693,20831,19246,20991,15700,24040,23178,19110,21643,23545,28154,21236,24003,21646,26960,26835,26757,24665
1,Male,25,3,5,10644,11869,18332,24363,16983,20809,20940,19350,21107,15786,24167,23299,19205,21749,23657,28289,21336,24114,21744,27085,26962,26884
1,Male,26,3,5,15801,10714,11940,18432,24485,17060,20895,21030,19435,21202,15856,24272,23399,19284,21836,23748,28399,21418,24205,21824,27188,27066
1,Male,27,3,5,16990,15885,10763,11990,18501,24566,17111,20958,21095,19498,21273,15908,24349,23472,19342,21900,23816,28480,21479,24272,21884,27264
1,Male,28,3,5,14098,17061,15942,10798,12025,18547,24617,17148,21004,21144,19545,21325,15946,24406,23526,19385,21947,23866,28540,21524,24322,21927
1,Male,29,3,5,12323,14154,17120,15992,10828,12055,18587,24671,17186,21051,21194,19592,21378,15986,24465,23581,19429,21996,23917,28601,21570,24372
1,Male,30,3,5,14529,12364,14193,17163,16028,10849,12075,18617,24712,17216,21088,21233,19630,21420,16017,24511,23625,19463,22034,23956,28650,21605
1,Male,31,3,5,16097,14566,12389,14216,17188,16048,10859,12087,18636,24737,17234,21111,21257,19653,21447,16036,24540,23653,19485,22058,23982,28680
1,Male,32,3,5,11688,16136,14595,12410,14236,17209,16064,10870,12100,18655,24763,17253,21135,21282,19678,21475,16057,24571,23682,19507,22082,24007
1,Male,33,3,5,21902,11705,16152,14606,12417,14241,17211,16067,10872,12103,18660,24769,17258,21141,21289,19685,21483,16063,24580,23690,19514,22090
1,Male,34,3,5,11470,21916,11708,16153,14604,12412,14234,17203,16059,10867,12097,18651,24758,17251,21133,21281,19678,21476,16058,24571,23682,19507
1,Male,35,3,6,15512,11474,21915,11706,16147,14596,12404,14224,17191,16048,10860,12090,18640,24743,17240,21120,21269,19667,21464,16049,24558,23670
1,Male,36,3,6,17444,15515,11471,21907,11700,16136,14585,12394,14213,17178,16036,10852,12081,18626,24726,17229,21106,21255,19654,21451,16039,24543
1,Male,37,3,6,16113,17443,15509,11465,21892,11690,16120,14571,12382,14199,17162,16022,10842,12070,18610,24705,17214,21089,21238,19638,21434,16027
1,Male,38,3,6,17350,16112,17435,15500,11457,21874,11680,16106,14558,12371,14187,17147,16008,10833,12060,18595,24685,17201,21072,21222,19624,21419
1,Male,39,3,6,17033,17347,16105,17425,15489,11448,21853,11668,16090,14544,12360,14174,17132,15994,10823,12050,18579,24664,17187,21055,21205,19609
1,Male,40,3,6,18083,17023,17332,16089,17406,15471,11433,21825,11654,16070,14526,12344,14156,17111,15975,10810,12036,18558,24636,17167,21032,21182
1,Male,41,3,6,22308,18069,17006,17312,16069,17383,15449,11417,21795,11638,16048,14506,12328,14137,17088,15954,10797,12021,18534,24605,17146,21006
1,Male,42,3,6,15431,22304,18060,16994,17299,16055,17367,15434,11406,21774,11627,16033,14493,12316,14124,17073,15940,10787,12011,18519,24586,17133
1,Male,43,3,6,15612,15435,22304,18056,16988,17291,16046,17356,15426,11399,21761,11620,16023,14484,12309,14116,17064,15932,10782,12005,18511,24575
1,Male,44,3,6,16562,15619,15439,22306,18053,16982,17283,16039,17349,15420,11394,21752,11616,16017,14479,12304,14110,17057,15927,10779,12002,18506
1,Male,45,3,7,16891,16568,15622,15440,22305,18047,16974,17275,16032,17342,15414,11389,21743,11612,16010,14473,12299,14104,17051,15922,10775,11999
1,Male,46,3,7,10729,16889,16564,15617,15434,22293,18034,16961,17262,16021,17330,15403,11381,21728,11604,15999,14463,12291,14094,17040,15913,10769
1,Male,47,3,7,11695,10725,16883,16556,15608,15425,22277,18020,16947,17248,16008,17316,15391,11372,21711,11596,15987,14453,12282,14084,17028,15903
1,Male,48,3,7,14765,11687,10718,16871,16543,15596,15411,22258,18002,16930,17231,15993,17300,15378,11362,21692,11586,15973,14440,12271,14072,17015
1,Male,49,3,7,15482,14753,11677,10709,16856,16528,15581,15397,22238,17984,16913,17214,15978,17284,15364,11352,21672,11576,15959,14428,12261,14060
1,Male,50,3,7,10758,15469,14739,11666,10698,16840,16512,15566,15384,22219,17967,16896,17197,15963,17269,15351,11342,21653,11567,15946,14416,12251
1,Male,51,3,7,13213,10744,15448,14718,11649,10683,16816,16490,15546,15365,22191,17944,16874,17175,15943,17248,15333,11328,21628,11554,15928,14400
1,Male,52,3,7,11342,13191,10725,15422,14692,11628,10664,16788,16463,15522,15342,22159,17916,16848,17149,15920,17223,15311,11312,21598,11538,15906
1,Male,53,3,7,9890,11320,13166,10704,15392,14663,11605,10644,16759,16436,15497,15319,22125,17888,16821,17122,15896,17197,15289,11296,21568,11523
1,Male,54,3,7,6202,9867,11294,13135,10679,15356,14627,11578,10621,16724,16402,15467,15290,22084,17853,16788,17090,15867,17166,15262,11276,21531
1,Male,55,3,8,8768,6183,9838,11259,13096,10647,15310,14584,11545,10591,16679,16359,15428,15252,22031,17809,16747,17048,15829,17127,15228,11250
1,Male,56,3,8,6029,8735,6160,9801,11218,13047,10608,15255,14532,11505,10555,16624,16307,15379,15205,21964,17755,16696,16998,15783,17077,15185
1,Male,57,3,8,5500,6004,8698,6134,9760,11171,12993,10564,15194,14475,11461,10515,16563,16248,15325,15153,21888,17694,16639,16941,15731,17022
1,Male,58,3,8,2056,5473,5974,8656,6104,9713,11117,12932,10515,15125,14410,11410,10470,16493,16181,15262,15092,21802,17625,16574,16875,15671
1,Male,59,3,8,3990,2044,5442,5941,8607,6070,9659,11056,12863,10460,15046,14336,11353,10418,16413,16103,15191,15022,21703,17545,16500,16800
1,Male,60,3,8,6616,3966,2032,5409,5905,8556,6034,9603,10993,12789,10401,14963,14258,11292,10364,16329,16022,15116,14949,21598,17460,16421
1,Male,61,3,8,4372,6573,3940,2018,5374,5866,8500,5995,9542,10924,12711,10338,14875,14175,11227,10305,16239,15935,15035,14871,21486,17370
1,Male,62,3,8,5436,4340,6524,3911,2004,5335,5824,8440,5953,9476,10850,12626,10270,14778,14084,11156,10242,16141,15841,14947,14785,21364
1,Male,63,3,8,3304,5393,4306,6473,3880,1988,5293,5779,8376,5909,9406,10771,12536,10198,14676,13987,11081,10174,16037,15740,14854,14695
1,Male,64,3,8,3349,3275,5346,4268,6418,3847,1971,5249,5731,8307,5861,9332,10686,12439,10120,14566,13884,11001,10102,15925,15632,14754
1,Male,65,3,8,3019,3315,3243,5293,4226,6355,3810,1952,5199,5677,8230,5807,9248,10591,12330,10033,14442,13767,10910,10019,15797,15509
1,Male,66,3,8,2519,2986,3279,3207,5235,4180,6286,3769,1932,5145,5619,8147,5749,9157,10488,12212,9938,14308,13640,10811,9930,15659
1,Male,67,3,9,1943,2489,2950,3240,3169,5174,4132,6214,3726,1910,5088,5558,8058,5688,9060,10379,12087,9838,14165,13506,10706,9835
1,Male,68,3,9,2202,1918,2456,2911,3198,3128,5107,4079,6136,3680,1887,5026,5491,7964,5622,8956,10262,11952,9729,14012,13361,10593
1,Male,69,3,9,1931,2169,1890,2420,2869,3152,3084,5036,4023,6052,3631,1861,4960,5420,7861,5550,8844,10135,11806,9612,13846,13205
1,Male,70,3,9,2521,1899,2134,1859,2381,2824,3102,3036,4958,3962,5961,3577,1834,4888,5342,7750,5473,8722,9997,11648,9485,13665
1,Male,71,3,9,1251,2475,1865,2096,1826,2339,2774,3049,2984,4874,3895,5863,3518,1804,4810,5258,7630,5389,8590,9848,11476,9347
1,Male,72,3,9,1670,1225,2425,1828,2054,1790,2294,2721,2991,2928,4784,3824,5757,3455,1773,4727,5168,7500,5298,8448,9686,11290
1,Male,73,3,9,685,1632,1198,2371,1787,2009,1752,2245,2664,2928,2867,4686,3747,5642,3387,1738,4636,5070,7359,5200,8294,9512
1,Male,74,3,9,1192,668,1591,1168,2313,1744,1962,1711,2193,2602,2862,2803,4582,3664,5519,3315,1701,4539,4965,7209,5095,8128
1,Male,75,3,9,1261,1159,649,1548,1137,2252,1699,1911,1667,2137,2537,2791,2734,4470,3576,5389,3237,1662,4435,4853,7048,4983
1,Male,76,3,9,1385,1222,1124,630,1501,1103,2186,1650,1856,1620,2078,2467,2715,2660,4351,3482,5248,3154,1620,4324,4732,6875
1,Male,77,3,9,1305,1337,1180,1086,609,1451,1067,2115,1597,1798,1569,2013,2392,2633,2581,4223,3381,5097,3064,1574,4203,4602
1,Male,78,3,9,3108,1255,1285,1135,1045,586,1398,1028,2039,1540,1735,1515,1944,2311,2544,2495,4085,3271,4934,2967,1525,4074
1,Male,79,3,9,2800,2973,1201,1231,1088,1002,562,1341,987,1959,1480,1668,1457,1871,2224,2450,2404,3937,3154,4760,2864,1472
1,Male,80,3,9,755,2664,2830,1143,1173,1037,956,537,1281,943,1873,1416,1596,1395,1792,2132,2350,2306,3779,3029,4573,2753
1,Male,81,3,9,1693,714,2520,2679,1083,1111,983,907,509,1217,897,1781,1347,1520,1329,1709,2033,2243,2202,3610,2896,4374
1,Male,82,3,9,3086,1589,670,2369,2520,1019,1047,927,855,481,1149,847,1684,1275,1439,1260,1620,1929,2129,2092,3431,2753
1,Male,83,3,9,487,2873,1481,625,2210,2353,952,979,867,801,451,1078,795,1582,1198,1354,1185,1526,1818,2007,1974,3240
1,Male,84,3,9,1378,449,2652,1368,578,2045,2178,882,908,805,744,419,1003,740,1474,1118,1263,1107,1426,1701,1880,1850
1,Male,85,3,9,250,1257,410,2424,1251,529,1874,1998,810,834,740,685,386,925,683,1362,1033,1169,1026,1322,1578,1745
1,Male,86,3,9,649,225,1135,370,2192,1133,479,1699,1813,736,758,674,624,352,844,625,1246,946,1072,941,1214,1450
1,Male,87,3,9,497,577,201,1012,330,1959,1013,429,1523,1627,661,682,607,562,318,762,565,1127,857,972,854,1103
1,Male,88,3,9,96,435,506,176,890,291,1728,894,379,1347,1441,586,605,539,500,283,680,504,1008,767,871,766
1,Male,89,3,9,730,82,376,437,153,772,253,1502,778,330,1175,1258,512,530,472,439,249,598,444,889,677,770
1,Male,90,3,9,461,618,70,319,372,130,658,216,1284,666,283,1008,1081,441,456,408,379,215,518,385,772,589
1,Male,91,3,9,0,382,513,58,266,310,109,551,181,1079,560,238,850,912,373,386,346,322,183,441,329,660
1,Male,92,3,9,562,0,311,417,47,217,254,89,452,149,888,462,197,703,755,309,321,287,269,153,369,275
1,Male,93,3,9,0,445,0,247,332,38,173,203,71,363,120,715,373,159,569,612,251,261,234,219,125,302
1,Male,94,3,9,0,0,344,0,191,258,29,135,159,56,285,94,562,293,125,449,484,199,207,186,175,100
1,Male,95,3,9,0,0,0,259,0,144,195,22,102,121,43,217,72,431,225,96,346,373,154,160,144,136
1,Male,96,3,9,0,0,0,0,189,0,106,143,16,76,89,32,161,53,321,168,72,259,280,115,121,109
1,Male,97,3,9,0,0,0,0,0,134,0,75,102,12,54,64,23,116,39,232,122,52,188,204,84,88
1,Male,98,3,9,0,0,0,0,0,0,92,0,52,70,8,37,44,16,81,27,162,85,37,132,143,59
1,Male,99,3,9,0,0,0,0,0,0,0,60,0,34,46,5,25,29,10,54,18,108,57,25,89,97
1,Male,100,3,9,0,0,0,0,0,0,0,0,38,0,22,29,3,16,19,7,34,12,70,37,16,57
1,Male,101,3,9,0,0,0,0,0,0,0,0,0,23,0,13,18,2,10,11,4,21,7,43,23,10
1,Male,102,3,9,0,0,0,0,0,0,0,0,0,0,13,0,8,10,1,6,7,2,12,4,25,13
1,Male,103,3,9,0,0,0,0,0,0,0,0,0,0,0,7,0,4,6,1,3,4,1,7,2,14
1,Male,104,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,0,2,2,1,4,1
1,Male,105 - 109,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,1,2,1,3
1,Male,110 and over,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Male,0,4,1,17858,18837,18673,18487,18153,17907,17749,17597,17409,17032,16763,16564,16300,16084,16037,16051,16161,16293,16443,16603,16761,16898
1,Male,1,4,1,19260,17978,18954,18785,18595,18255,18004,17846,17693,17505,17125,16855,16656,16390,16172,16125,16138,16249,16381,16531,16691,16848
1,Male,2,4,1,19455,19432,18134,19112,18938,18741,18394,18141,17982,17828,17639,17257,16984,16783,16515,16295,16247,16259,16370,16502,16652,16812
1,Male,3,4,1,19822,19606,19577,18269,19249,19069,18867,18518,18264,18103,17949,17758,17374,17100,16896,16627,16404,16355,16367,16478,16610,16760
1,Male,4,4,1,18394,19957,19733,19703,18387,19368,19183,18981,18630,18375,18213,18058,17866,17479,17203,16999,16727,16503,16453,16465,16576,16708
1,Male,5,4,1,22339,18506,20068,19842,19810,18487,19469,19284,19081,18729,18472,18310,18154,17961,17572,17295,17089,16816,16590,16540,16551,16662
1,Male,6,4,1,24708,22455,18594,20159,19931,19899,18570,19555,19370,19167,18814,18556,18393,18236,18042,17652,17373,17167,16892,16665,16614,16625
1,Male,7,4,1,29300,24820,22550,18670,20238,20009,19975,18643,19632,19447,19244,18889,18630,18467,18309,18115,17723,17443,17236,16960,16731,16680
1,Male,8,4,1,19167,29426,24920,22639,18742,20312,20081,20050,18716,19708,19523,19319,18963,18703,18539,18381,18186,17793,17512,17303,17026,16797
1,Male,9,4,1,20030,19250,29541,25017,22725,18810,20384,20154,20124,18788,19784,19598,19394,19037,18776,18611,18453,18257,17862,17580,17371,17092
1,Male,10,4,1,24089,20119,19328,29653,25111,22809,18878,20456,20227,20200,18861,19860,19674,19470,19112,18850,18684,18526,18329,17933,17650,17439
1,Male,11,4,1,19058,24199,20203,19404,29764,25204,22892,18946,20531,20302,20277,18935,19938,19752,19547,19188,18925,18759,18600,18403,18005,17720
1,Male,12,4,1,19062,19147,24305,20287,19481,29876,25297,22978,19018,20608,20381,20357,19013,20020,19833,19628,19268,19004,18837,18677,18479,18080
1,Male,13,4,1,19411,19155,19232,24410,20371,19556,29985,25392,23066,19091,20686,20461,20439,19092,20103,19916,19711,19349,19084,18917,18756,18558
1,Male,14,4,1,17448,19515,19249,19320,24519,20458,19635,30103,25495,23161,19170,20772,20547,20528,19178,20193,20006,19800,19437,19171,19003,18842
1,Male,15,4,1,18892,17559,19629,19354,19419,24641,20554,19726,30240,25614,23271,19261,20870,20647,20630,19277,20297,20109,19903,19539,19271,19102
1,Male,16,4,2,18508,19023,17673,19746,19464,19521,24767,20658,19823,30387,25741,23389,19359,20975,20754,20740,19383,20408,20220,20014,19648,19379
1,Male,17,4,2,17096,18664,19171,17803,19881,19588,19638,24916,20781,19938,30560,25892,23528,19475,21100,20880,20870,19509,20540,20351,20145,19776
1,Male,18,4,3,15104,17281,18852,19352,17962,20045,19740,19785,25103,20935,20083,30778,26081,23703,19620,21257,21039,21033,19667,20706,20517,20309
1,Male,19,4,3,25978,15332,17535,19115,19605,18183,20272,19959,19997,25373,21158,20291,31093,26354,23956,19830,21483,21268,21269,19895,20944,20754
1,Male,20,4,4,17665,26462,15611,17849,19438,19914,18453,20562,20236,20266,25717,21441,20556,31492,26701,24276,20096,21770,21559,21567,20184,21247
1,Male,21,4,4,17085,17966,26900,15865,18134,19729,20190,18705,20831,20495,20517,26037,21704,20803,31864,27024,24575,20344,22037,21830,21846,20453
1,Male,22,4,4,24354,17341,18219,27272,16081,18372,19970,20430,18923,21065,20720,20734,26314,21933,21018,32186,27304,24834,20559,22269,22065,22087
1,Male,23,4,4,20717,24680,17561,18440,27594,16264,18573,20186,20644,19118,21273,20920,20929,26562,22137,21209,32475,27555,25065,20752,22476,22276
1,Male,24,4,4,19090,20931,24914,17721,18598,27820,16391,18721,20344,20802,19262,21427,21068,21072,26745,22287,21350,32687,27739,25236,20894,22629
1,Male,25,4,5,20233,19241,21078,25075,17829,18702,27966,16479,18825,20455,20913,19363,21535,21171,21172,26872,22392,21449,32835,27868,25355,20993
1,Male,26,4,5,26145,20367,19356,21192,25200,17910,18779,28085,16552,18910,20546,21004,19445,21623,21256,21254,26977,22478,21530,32957,27974,25454
1,Male,27,4,5,19129,26284,20460,19438,21273,25284,17964,18835,28173,16605,18973,20614,21070,19506,21688,21318,21314,27054,22542,21589,33047,28053
1,Male,28,4,5,20370,19208,26378,20525,19495,21325,25337,18003,18877,28238,16645,19020,20663,21120,19551,21736,21364,21359,27111,22589,21633,33113
1,Male,29,4,5,16171,20451,19275,26462,20583,19543,21370,25392,18043,18919,28304,16685,19067,20714,21170,19597,21785,21411,21404,27170,22637,21678
1,Male,30,4,5,22737,16225,20507,19323,26522,20622,19576,21406,25434,18074,18953,28356,16717,19105,20755,21210,19633,21824,21448,21440,27215,22675
1,Male,31,4,5,20640,22795,16257,20541,19351,26554,20642,19595,21427,25460,18093,18973,28389,16737,19129,20780,21236,19656,21848,21472,21462,27244
1,Male,32,4,5,23244,20691,22840,16284,20570,19374,26580,20662,19616,21449,25487,18113,18995,28423,16758,19153,20807,21262,19680,21873,21496,21486
1,Male,33,4,5,28852,23280,20711,22858,16294,20576,19377,26586,20666,19620,21454,25493,18118,19000,28432,16764,19161,20815,21270,19687,21881,21503
1,Male,34,4,5,34244,28870,23285,20712,22855,16288,20566,19368,26573,20657,19612,21445,25482,18111,18993,28421,16758,19154,20808,21263,19681,21873
1,Male,35,4,6,30402,34256,28869,23280,20704,22842,16276,20551,19354,26555,20643,19599,21431,25466,18100,18981,28405,16749,19144,20797,21251,19670
1,Male,36,4,6,26781,30408,34248,28858,23269,20690,22824,16264,20535,19340,26535,20628,19585,21416,25448,18087,18969,28386,16738,19132,20784,21238
1,Male,37,4,6,27467,26780,30395,34229,28838,23249,20670,22803,16248,20516,19322,26511,20610,19568,21398,25427,18072,18953,28363,16725,19117,20768
1,Male,38,4,6,27245,27465,26769,30379,34206,28815,23228,20651,22782,16234,20498,19305,26489,20592,19552,21380,25406,18058,18938,28342,16712,19103
1,Male,39,4,6,31584,27240,27452,26753,30358,34177,28787,23206,20632,22761,16219,20479,19288,26466,20574,19535,21362,25385,18043,18923,28320,16700
1,Male,40,4,6,32933,31565,27216,27425,26724,30321,34133,28750,23176,20606,22732,16199,20454,19264,26434,20550,19512,21337,25356,18023,18902,28288
1,Male,41,4,6,27220,32908,31533,27186,27392,26689,30279,34085,28710,23145,20577,22701,16177,20427,19239,26399,20523,19487,21310,25325,18001,18879
1,Male,42,4,6,29440,27215,32891,31512,27165,27368,26663,30250,34052,28683,23123,20558,22680,16162,20408,19221,26376,20506,19471,21293,25304,17987
1,Male,43,4,6,24244,29448,27215,32884,31500,27151,27352,26647,30233,34032,28666,23110,20546,22667,16153,20396,19211,26363,20495,19462,21283,25293
1,Male,44,4,6,28262,24255,29456,27218,32879,31490,27140,27340,26637,30221,34018,28654,23102,20538,22659,16146,20388,19204,26355,20489,19457,21278
1,Male,45,4,7,22559,28272,24259,29458,27217,32869,31475,27127,27329,26626,30209,34003,28642,23093,20529,22650,16139,20379,19197,26346,20483,19452
1,Male,46,4,7,27770,22556,28265,24251,29446,27202,32844,31450,27106,27309,26606,30188,33979,28622,23078,20515,22634,16128,20365,19184,26330,20471
1,Male,47,4,7,26097,27760,22547,28252,24238,29429,27183,32818,31424,27084,27287,26586,30166,33953,28600,23061,20500,22618,16117,20350,19171,26314
1,Male,48,4,7,18939,26080,27741,22531,28230,24218,29403,27159,32786,31393,27058,27262,26561,30139,33922,28575,23042,20482,22599,16103,20332,19156
1,Male,49,4,7,19029,18924,26057,27717,22512,28205,24195,29376,27135,32754,31361,27031,27236,26537,30112,33891,28549,23022,20464,22579,16089,20315
1,Male,50,4,7,18501,19014,18906,26032,27690,22491,28177,24173,29351,27111,32722,31330,27005,27211,26513,30086,33861,28524,23003,20446,22561,16076
1,Male,51,4,7,17159,18477,18988,18879,25994,27651,22459,28139,24142,29314,27078,32680,31288,26970,27177,26481,30051,33820,28491,22978,20423,22536
